SurveyStepResultKey                 , SurveyResultKey                     , ParticipantIdentifier, ParticipantID                       , StepIdentifier, StartDate                , EndDate
b1e247f8-d6d7-4b77-914d-e09478359797, 3f50c184-320a-4736-b049-229ffca68af6, P0003                , f557d92d-a0d5-4229-bbf4-2d8edd9d8025, END           , 2025-07-18T20:26:44-04:00, 2025-07-18T20:27:09-04:00
6e48ced4-6a1e-4483-aac4-c919a5a1e257, 64c67df6-edc3-40c7-b562-9f981d0ae45b, P0003                , f557d92d-a0d5-4229-bbf4-2d8edd9d8025, INTRO         , 2025-10-14T23:11:10-04:00, 2025-10-14T23:11:48-04:00
20360fa1-c9af-49f4-948f-03ac7574b6ee, 64c67df6-edc3-40c7-b562-9f981d0ae45b, P0003                , f557d92d-a0d5-4229-bbf4-2d8edd9d8025, Q1_MOOD       , 2025-10-14T23:11:48-04:00, 2025-10-14T23:12:59-04:00
eaac482e-e963-4098-9b80-69d07dbedfbd, 64c67df6-edc3-40c7-b562-9f981d0ae45b, P0003                , f557d92d-a0d5-4229-bbf4-2d8edd9d8025, Q2_BURDEN     , 2025-10-14T23:12:59-04:00, 2025-10-14T23:13:13-04:00
742030b3-b1de-4834-b85d-bd3c18af37d4, 64c67df6-edc3-40c7-b562-9f981d0ae45b, P0003                , f557d92d-a0d5-4229-bbf4-2d8edd9d8025, END           , 2025-10-14T23:13:13-04:00, 2025-10-14T23:14:06-04:00
18389f5e-fa92-42be-9ea8-ed562c0477c1, 85c52aa9-09b2-4207-bc21-49e01fc3c3da, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, INTRO         , 2025-07-22T18:45:00-04:00, 2025-07-22T18:45:39-04:00
6b44d633-608f-4e88-8dbb-352956d71afd, 85c52aa9-09b2-4207-bc21-49e01fc3c3da, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, Q1_MOOD       , 2025-07-22T18:45:39-04:00, 2025-07-22T18:46:47-04:00
a3157213-aeb6-445d-82c2-22d104c4d0f6, 85c52aa9-09b2-4207-bc21-49e01fc3c3da, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, Q2_BURDEN     , 2025-07-22T18:46:47-04:00, 2025-07-22T18:47:14-04:00
dfbf006e-a0b9-4d44-a1cc-74c25108806d, 85c52aa9-09b2-4207-bc21-49e01fc3c3da, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, END           , 2025-07-22T18:47:14-04:00, 2025-07-22T18:48:03-04:00
3bfd2df7-9791-4c12-8055-8c5d76745e6e, 9b7cd370-a12c-4fa6-a5b5-3f9e0715f2c8, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, INTRO         , 2025-07-29T11:15:00-04:00, 2025-07-29T11:15:30-04:00
75b1ea91-68eb-4f2b-86e9-cf15f3759c9b, 9b7cd370-a12c-4fa6-a5b5-3f9e0715f2c8, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, Q1_MOOD       , 2025-07-29T11:15:30-04:00, 2025-07-29T11:16:17-04:00
ff4f4a5e-d755-4b28-a68f-ec28b593e42e, 9b7cd370-a12c-4fa6-a5b5-3f9e0715f2c8, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, Q2_BURDEN     , 2025-07-29T11:16:17-04:00, 2025-07-29T11:16:26-04:00
4789dc53-9b75-42fa-871b-896d7b39ec00, 9b7cd370-a12c-4fa6-a5b5-3f9e0715f2c8, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, END           , 2025-07-29T11:16:26-04:00, 2025-07-29T11:16:37-04:00
dad6d7df-2a5d-44e3-87c9-5fccdda96ff8, f8103736-fe59-4b42-96e0-01f29603f83a, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, INTRO         , 2025-08-21T15:54:00-04:00, 2025-08-21T15:55:04-04:00
e885ada1-c43b-425c-8491-65ccf90343fe, f8103736-fe59-4b42-96e0-01f29603f83a, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, Q1_MOOD       , 2025-08-21T15:55:04-04:00, 2025-08-21T15:55:20-04:00
7c30ad76-f411-465a-9faa-175c84d3732a, f8103736-fe59-4b42-96e0-01f29603f83a, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, Q2_BURDEN     , 2025-08-21T15:55:20-04:00, 2025-08-21T15:56:17-04:00
1e3bc6e1-f414-47ef-93c3-1efa2e321f53, f8103736-fe59-4b42-96e0-01f29603f83a, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, END           , 2025-08-21T15:56:17-04:00, 2025-08-21T15:57:00-04:00
751e8a18-9743-4bfc-ba43-f75d13ba822d, a9bf6edb-e8c2-4564-816d-00c89f9aaa38, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, INTRO         , 2025-10-18T18:44:00-04:00, 2025-10-18T18:44:24-04:00
ac4b9d03-676a-4ddd-b8c1-757196ba0979, a9bf6edb-e8c2-4564-816d-00c89f9aaa38, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, Q1_MOOD       , 2025-10-18T18:44:24-04:00, 2025-10-18T18:45:14-04:00
de3183bb-4a39-447d-b6c7-322c78b4e539, a9bf6edb-e8c2-4564-816d-00c89f9aaa38, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, Q2_BURDEN     , 2025-10-18T18:45:14-04:00, 2025-10-18T18:46:12-04:00
1ce292c3-1406-472d-87fe-63c30a611f73, a9bf6edb-e8c2-4564-816d-00c89f9aaa38, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, END           , 2025-10-18T18:46:12-04:00, 2025-10-18T18:46:46-04:00
f50a905d-0b57-4003-b4af-53f614889b79, be836f7c-3f83-41d3-a6cd-5874b56b54af, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, INTRO         , 2025-12-27T06:08:00-05:00, 2025-12-27T06:08:33-05:00
ebb69082-5498-44ed-9570-8a1d2e36cee5, be836f7c-3f83-41d3-a6cd-5874b56b54af, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, Q1_MOOD       , 2025-12-27T06:08:33-05:00, 2025-12-27T06:09:19-05:00
11684a95-9813-43f7-a73f-9f9add6aba69, be836f7c-3f83-41d3-a6cd-5874b56b54af, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, Q2_BURDEN     , 2025-12-27T06:09:19-05:00, 2025-12-27T06:09:48-05:00
1f5c013e-0852-4c28-838f-85d8c63ce36e, be836f7c-3f83-41d3-a6cd-5874b56b54af, P0004                , 3cb498bf-9f35-45f7-a552-497593eac1b1, END           , 2025-12-27T06:09:48-05:00, 2025-12-27T06:10:51-05:00
0521bbbc-9979-421f-8d38-ad0d2173b692, 09d9561d-acb7-41b5-bc28-b32e59446e1f, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, INTRO         , 2025-09-13T13:17:27-04:00, 2025-09-13T13:18:40-04:00
82ec25d1-4bb8-47f8-b8e6-bade72fc0b19, 09d9561d-acb7-41b5-bc28-b32e59446e1f, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, Q1_MOOD       , 2025-09-13T13:18:40-04:00, 2025-09-13T13:19:24-04:00
0ab07962-b985-4011-bf7b-8f869f81f164, 09d9561d-acb7-41b5-bc28-b32e59446e1f, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, Q2_BURDEN     , 2025-09-13T13:19:24-04:00, 2025-09-13T13:20:36-04:00
9ccc0b20-6e26-4a39-84ed-6c54349142bf, 09d9561d-acb7-41b5-bc28-b32e59446e1f, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, END           , 2025-09-13T13:20:36-04:00, 2025-09-13T13:21:28-04:00
f8509a6f-5a2d-478d-8826-7b0f5074263f, 9f51373f-59df-4368-942d-15f096608440, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, INTRO         , 2025-09-16T20:17:27-04:00, 2025-09-16T20:18:35-04:00
0f1b94c3-c327-49f7-b328-14067290fa4c, 9f51373f-59df-4368-942d-15f096608440, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, Q1_MOOD       , 2025-09-16T20:18:35-04:00, 2025-09-16T20:19:03-04:00
543de279-310b-4993-b5b2-116d468fc348, 9f51373f-59df-4368-942d-15f096608440, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, Q2_BURDEN     , 2025-09-16T20:19:03-04:00, 2025-09-16T20:20:06-04:00
f48fe2a4-96b2-45a0-987b-fdd51e7b440d, 9f51373f-59df-4368-942d-15f096608440, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, END           , 2025-09-16T20:20:06-04:00, 2025-09-16T20:21:19-04:00
4512702e-da72-4989-8a3c-5d7a765684fe, 6b7354b8-0bc4-470d-ab52-d90a8910a19e, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, INTRO         , 2025-10-11T12:10:27-04:00, 2025-10-11T12:11:33-04:00
968ce34f-3668-47b3-96c4-016c05235ed3, 6b7354b8-0bc4-470d-ab52-d90a8910a19e, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, Q1_MOOD       , 2025-10-11T12:11:33-04:00, 2025-10-11T12:12:33-04:00
542e8efe-c2ae-472c-9ed0-851218542c2b, 6b7354b8-0bc4-470d-ab52-d90a8910a19e, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, Q2_BURDEN     , 2025-10-11T12:12:33-04:00, 2025-10-11T12:12:53-04:00
af5af88b-4251-4d5d-8e8a-18b082beb93a, 6b7354b8-0bc4-470d-ab52-d90a8910a19e, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, END           , 2025-10-11T12:12:53-04:00, 2025-10-11T12:13:14-04:00
79c99793-8e4f-4a7e-8294-27ad31da2c24, 7aff0fec-84be-462f-a0f5-d5219bb46c44, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, INTRO         , 2026-02-18T15:11:27-05:00, 2026-02-18T15:12:08-05:00
99af4053-6229-4b5e-8238-1c56704aceb7, 7aff0fec-84be-462f-a0f5-d5219bb46c44, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, Q1_MOOD       , 2026-02-18T15:12:08-05:00, 2026-02-18T15:12:56-05:00
a7d68b44-eaa1-4747-ac65-4f27738cc420, 7aff0fec-84be-462f-a0f5-d5219bb46c44, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, Q2_BURDEN     , 2026-02-18T15:12:56-05:00, 2026-02-18T15:13:58-05:00
24c7a78c-9e9b-49dc-a647-eab3d43da7c4, 7aff0fec-84be-462f-a0f5-d5219bb46c44, P0005                , 36f8155d-d024-47da-a6e5-c3b412661fe4, END           , 2026-02-18T15:13:58-05:00, 2026-02-18T15:14:45-05:00
7062589e-a2f6-4061-844e-ea02e49ce348, 2d274a7d-6915-4d08-b1d2-5460f687657c, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, INTRO         , 2025-12-04T22:52:11-05:00, 2025-12-04T22:53:07-05:00
9449afeb-5534-4276-9bc1-da419b5e3c02, 2d274a7d-6915-4d08-b1d2-5460f687657c, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, Q1_MOOD       , 2025-12-04T22:53:07-05:00, 2025-12-04T22:53:28-05:00
5920fc07-3fb1-4755-8d11-092b19ad6cff, 2d274a7d-6915-4d08-b1d2-5460f687657c, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, Q2_BURDEN     , 2025-12-04T22:53:28-05:00, 2025-12-04T22:54:23-05:00
ab9d49cb-1ab3-4bac-b3ab-5ac6512ab84e, 2d274a7d-6915-4d08-b1d2-5460f687657c, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, END           , 2025-12-04T22:54:23-05:00, 2025-12-04T22:55:26-05:00
33291236-5b8d-47ea-9fbd-c6b849416bfe, e4bceee6-66f7-460e-bda4-e69cccd74c02, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, INTRO         , 2025-12-10T08:41:11-05:00, 2025-12-10T08:42:11-05:00
f87628be-4edd-4f7e-9439-c07459dd28c6, e4bceee6-66f7-460e-bda4-e69cccd74c02, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, Q1_MOOD       , 2025-12-10T08:42:11-05:00, 2025-12-10T08:43:18-05:00
4a66e328-c0ef-403c-8afb-7006819d1191, e4bceee6-66f7-460e-bda4-e69cccd74c02, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, Q2_BURDEN     , 2025-12-10T08:43:18-05:00, 2025-12-10T08:43:31-05:00
7f19f204-43eb-4aba-86df-a4d8b8e50739, e4bceee6-66f7-460e-bda4-e69cccd74c02, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, END           , 2025-12-10T08:43:31-05:00, 2025-12-10T08:43:41-05:00
49eb9b5c-39a9-4b4d-95c9-61dd608cfa74, 7e01dc25-c1c1-466e-b041-d747d3bd90a5, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, INTRO         , 2025-12-31T23:38:11-05:00, 2025-12-31T23:38:45-05:00
d5d14396-83d7-4161-b8e8-75db996ba4fc, 7e01dc25-c1c1-466e-b041-d747d3bd90a5, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, Q1_MOOD       , 2025-12-31T23:38:45-05:00, 2025-12-31T23:39:20-05:00
1baaa0db-b630-4731-aad7-a8122655632b, 7e01dc25-c1c1-466e-b041-d747d3bd90a5, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, Q2_BURDEN     , 2025-12-31T23:39:20-05:00, 2025-12-31T23:39:35-05:00
a47850fa-2583-4898-ae74-5cdbff3d7fe6, 7e01dc25-c1c1-466e-b041-d747d3bd90a5, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, END           , 2025-12-31T23:39:35-05:00, 2025-12-31T23:39:52-05:00
0dfab63b-7435-42d8-9f38-312a61bc2af3, 747fac22-2a0e-4c4e-9740-423dc6b7a8d2, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, INTRO         , 2026-03-01T23:41:11-05:00, 2026-03-01T23:41:22-05:00
8d55ca9b-4052-41f0-bce4-d46627d7be16, 747fac22-2a0e-4c4e-9740-423dc6b7a8d2, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, Q1_MOOD       , 2026-03-01T23:41:22-05:00, 2026-03-01T23:42:06-05:00
9376c604-3828-471d-bd10-88e855490e31, 747fac22-2a0e-4c4e-9740-423dc6b7a8d2, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, Q2_BURDEN     , 2026-03-01T23:42:06-05:00, 2026-03-01T23:43:06-05:00
41dcd5b9-e754-4601-a8c7-2cd24e98a238, 747fac22-2a0e-4c4e-9740-423dc6b7a8d2, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, END           , 2026-03-01T23:43:06-05:00, 2026-03-01T23:44:01-05:00
d355e642-9c18-48cb-a5db-1a36aa9d2a26, 1daaab8c-1a0e-40de-b567-5c92b1eedadf, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, INTRO         , 2026-05-06T04:12:11-04:00, 2026-05-06T04:13:11-04:00
58d2c0bc-5522-4fa5-ba30-a83cce6db588, 1daaab8c-1a0e-40de-b567-5c92b1eedadf, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, Q1_MOOD       , 2026-05-06T04:13:11-04:00, 2026-05-06T04:14:20-04:00
3966942a-28d0-4c58-bb39-783f36283742, 1daaab8c-1a0e-40de-b567-5c92b1eedadf, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, Q2_BURDEN     , 2026-05-06T04:14:20-04:00, 2026-05-06T04:15:24-04:00
395ff87e-d39a-4681-988f-7e48698ba672, 1daaab8c-1a0e-40de-b567-5c92b1eedadf, P0006                , 1345933a-4a17-4362-80b3-ba4af94a2d9e, END           , 2026-05-06T04:15:24-04:00, 2026-05-06T04:15:50-04:00
d2d2e9cc-b644-41c0-8790-65b617980688, fe4859fb-900f-444f-976e-da244efb3a7a, P0007                , 917e3274-ef71-4230-a99d-0738bfd8908c, INTRO         , 2025-02-10T15:09:41-05:00, 2025-02-10T15:10:00-05:00
79f6dea7-4bba-43eb-9243-b33b9e43119b, fe4859fb-900f-444f-976e-da244efb3a7a, P0007                , 917e3274-ef71-4230-a99d-0738bfd8908c, Q1_MOOD       , 2025-02-10T15:10:00-05:00, 2025-02-10T15:10:43-05:00
704fb93e-edd1-466b-8e5c-bd7451e164a7, fe4859fb-900f-444f-976e-da244efb3a7a, P0007                , 917e3274-ef71-4230-a99d-0738bfd8908c, Q2_BURDEN     , 2025-02-10T15:10:43-05:00, 2025-02-10T15:11:19-05:00
d977e541-732f-4644-b06d-ae05ec49053d, fe4859fb-900f-444f-976e-da244efb3a7a, P0007                , 917e3274-ef71-4230-a99d-0738bfd8908c, END           , 2025-02-10T15:11:19-05:00, 2025-02-10T15:11:51-05:00
86bb9d4b-1216-43ba-80d1-4a9d3ef59ba9, 94b6ba7d-2d97-42b1-a773-896fee0c4881, P0007                , 917e3274-ef71-4230-a99d-0738bfd8908c, INTRO         , 2025-02-21T15:40:41-05:00, 2025-02-21T15:41:04-05:00
add5dbbb-a9ca-41ec-8213-2a80725d7f27, 94b6ba7d-2d97-42b1-a773-896fee0c4881, P0007                , 917e3274-ef71-4230-a99d-0738bfd8908c, Q1_MOOD       , 2025-02-21T15:41:04-05:00, 2025-02-21T15:42:01-05:00
76ecfec9-23b5-4662-8e92-88875d867369, 94b6ba7d-2d97-42b1-a773-896fee0c4881, P0007                , 917e3274-ef71-4230-a99d-0738bfd8908c, Q2_BURDEN     , 2025-02-21T15:42:01-05:00, 2025-02-21T15:42:41-05:00
db18994e-d51d-4c64-bd08-f022683c7f75, 94b6ba7d-2d97-42b1-a773-896fee0c4881, P0007                , 917e3274-ef71-4230-a99d-0738bfd8908c, END           , 2025-02-21T15:42:41-05:00, 2025-02-21T15:43:49-05:00
c70e6700-1012-4ec8-9d3a-562664604a74, 4baf1829-4a3d-4a32-ad37-77411fc1dd5a, P0007                , 917e3274-ef71-4230-a99d-0738bfd8908c, INTRO         , 2025-03-13T19:48:41-04:00, 2025-03-13T19:48:53-04:00
61f5843f-af66-423f-a58e-90c8c62377b8, 4baf1829-4a3d-4a32-ad37-77411fc1dd5a, P0007                , 917e3274-ef71-4230-a99d-0738bfd8908c, Q1_MOOD       , 2025-03-13T19:48:53-04:00, 2025-03-13T19:49:40-04:00
